content	label_manual	scores	compound	negatif	netral	positif	label_vader
I have NEVER gone over my data limit which is 1 terabyte but after using zoom I have gone over my limit 3 times back to back. I have 4 smart TVs, 2 PC's, 4 laptops, 2 gaming consoles and 8 smart phones in my house. Someone is always doing something and we don't even come close to going over. Zoom is a data hog	P	{'neg': 0.0, 'neu': 0.899, 'pos': 0.101, 'compound': 0.7964}	0.7964	0.0	0.899	0.101	P
I can't get the class.zoom is taking a lot of internet it need a high range of internet it is too hard to hear the classes. I think this is why people choose Google meet. please if you fix this you would be getting more people using this application. I hope it's better to you use app which needs less network/ internet.... please Ã°Å¸â„¢ÂÃ°Å¸ÂÂ»Ã°Å¸â„¢ÂÃ°Å¸ÂÂ»	P	{'neg': 0.019, 'neu': 0.845, 'pos': 0.136, 'compound': 0.8288}	0.8288	0.019	0.845	0.136	P
Probably the worst app ever. Lot of bugs and glitches and always there is a video problem even if I am switching on my video in the participant list it is not showing what the hell. Would not recommend this to anybody. If I could give 0 star surely I would've given without even thinking once.	N	{'neg': 0.2, 'neu': 0.757, 'pos': 0.043, 'compound': -0.8912}	-0.8912	0.2	0.757	0.043	N
From last 3 to 4 days it is always showing connecting but it never connects. it is not connecting the meeting. Please solve my problem	N	{'neg': 0.116, 'neu': 0.717, 'pos': 0.168, 'compound': 0.1531}	0.1531	0.116	0.717	0.168	P
All these apps are just really designed to record your your stuff you got to be careful there's a Green Dot on your phone if it comes on on the top of the phone a black circle when it lights up is recording and taking pictures be careful what you put on your phones and be careful what you give access to because they are recording you know some of these people are real freaking nosy	N	{'neg': 0.035, 'neu': 0.883, 'pos': 0.082, 'compound': 0.2023}	0.2023	0.035	0.883	0.082	P
My Primary doctor tried callin me 5 times to connect with me. 5 times she just went to voice mail!!! It was a Very Important Appointment! Your Stupid App has caused me a lot of Trouble And now i have to Reschedule this Appointment!! I have Never had a problem before with Zoom!! I am so Pissed! Fix this damn problem!!	N	{'neg': 0.236, 'neu': 0.707, 'pos': 0.057, 'compound': -0.9401}	-0.9401	0.236	0.707	0.057	N
I update this app a day later. The issue is that when I switch on the camera it gets on but in participants list it's showing that the camera is off. So look through this issue.	NT	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	0.0	1.0	0.0	NT
This app is totally a garbage. It uses so much net and so much network issues in it is good to use in laptop but It can't be used by mobile. Whenever I use another app during the meeting the video gets switched off automatically plz update the app and bring some more feature like we can switch on our video if we use another app during meeting and we can set virtual background in phone also. It is just a waste. I hate this app because of this app my net gets over. I hate this app. Ã°Å¸ËœÂ¡Ã°Å¸ËœÂ¡Ã°Å¸ËœÂ¡Ã°Å¸ËœÂ¡Ã°Å¸ËœÂ¡Ã°Å¸ËœÂ¡Ã°Å¸ËœÂ¡	N	{'neg': 0.121, 'neu': 0.817, 'pos': 0.062, 'compound': -0.8668}	-0.8668	0.121	0.817	0.062	N
Bluetooth audio devices don't work with zoom on android. There is an icon of a volume speaker during the call that turn into bluetooth mode when tapping on it, unfortunately and it's a shame for such app, nothing happens when tapping on it, suppose to switch audio to bluetooth audio device, but doesn't.	N	{'neg': 0.068, 'neu': 0.932, 'pos': 0.0, 'compound': -0.4118}	-0.4118	0.068	0.932	0.0	N
There were issues and customer service was not easy to contact in a timely manner. My daughters wedding was supposed to be on zoom and due to issues that support was unable to help with in time, the wedding was unable to be broadcast as planned and everyone missed the wedding. And its very bad	N	{'neg': 0.132, 'neu': 0.784, 'pos': 0.085, 'compound': -0.4587}	-0.4587	0.132	0.784	0.085	N
I love the app but recently it's crashing for no reason with error code 5 and unable to resolve either for long time. My sessions are cut off. I'm frustrated please clear the bug.	N	{'neg': 0.27, 'neu': 0.516, 'pos': 0.214, 'compound': -0.5927}	-0.5927	0.27	0.516	0.214	N
That's not fair why Samsung Galaxy J2 Pro are not supportable to virtual background????? This is cheating with those people who have this phone. They can't even use this app advantages. And one more thing that it takes to much data I join only one meeting of 1 hr. and it take 1GB for it that's too much. I don't prefer anyone this app. That's why I gave it 1 star.Ã°Å¸ËœÂ Ã°Å¸ËœÂ Ã°Å¸ËœÂ Ã°Å¸ËœÂ Ã°Å¸ËœÂ Ã°Å¸ËœÂ Ã°Å¸ËœÂ Ã°Å¸ËœÂ Ã°Å¸ËœÂ Ã°Å¸ËœÂ Ã°Å¸ËœÂ Ã°Å¸ËœÂ Ã°Å¸ËœÂ Ã°Å¸ËœÂ Ã°Å¸ËœÂ¡Ã°Å¸ËœÂ¡Ã°Å¸ËœÂ¡Ã°Å¸ËœÂ¡Ã°Å¸ËœÂ¡Ã°Å¸ËœÂ¡Ã°Å¸ËœÂ¡Ã°Å¸ËœÂ¡Ã°Å¸ËœÂ¡Ã°Å¸ËœÂ¡Ã°Å¸ËœÂ¡!!!!!!!!!!!!	N	{'neg': 0.082, 'neu': 0.867, 'pos': 0.05, 'compound': -0.6111}	-0.6111	0.082	0.867	0.05	N
Logs out unexpected Lages alot (my network is super speedy but still) No option to lower graphics for attendance The voices sometimes laging ( not about network nor phone) Consumption of data is high Claiming that space for the app only around 50~80 MBS but it reached to 190 Mbs	N	{'neg': 0.101, 'neu': 0.827, 'pos': 0.073, 'compound': -0.3716}	-0.3716	0.101	0.827	0.073	N
Very very very bad no-no wost app . I was kick out of the meeting although I didn't do a single thing. Due to its own bug this happen. If u can than use other app like Google meet or anything else. O star	N	{'neg': 0.089, 'neu': 0.86, 'pos': 0.051, 'compound': -0.4282}	-0.4282	0.089	0.86	0.051	N
While meeting when one participant receives call and when he talks on call that voice gets to everyone in meeting.so there is desturbance created.So I suggest zoom app developer to solve this issue.During meeting when someone picks his incoming call he should get automatically paused by app.after that he can resume himself manually.	P	{'neg': 0.0, 'neu': 0.967, 'pos': 0.033, 'compound': 0.2023}	0.2023	0.0	0.967	0.033	P
Sin e the last 1 week,I am unable to join meetings smoothly.When I finally join,the video quality is heavily poor and the audio quality is hopeless.My wifi connection is very strong and all other apps on my device work smoothly except this.I loved this app before but it has literally tortured me in a week's time.Please do something about this because I'm losing on a lot of studies and have no other online meeting options...Thank You	N	{'neg': 0.172, 'neu': 0.757, 'pos': 0.071, 'compound': -0.878}	-0.878	0.172	0.757	0.071	N
I have been using zoom since the last 6 months... Whenever i attend a meeting, i mute my microphone..but it automatically gets unmuted after sometime..it creates a very bad reputation as the noises from my home are heard by the meeting colleagues..Please fix this issue.	N	{'neg': 0.078, 'neu': 0.879, 'pos': 0.043, 'compound': -0.4005}	-0.4005	0.078	0.879	0.043	N
My last request has been fulfilled I am quite satisfied with it . I request you to add virtual backgrounds and vedio filters which are already in computers. Should be added for android devices too. A kind request to Zoom.Ã°Å¸Ëœâ€žÃ°Å¸â€˜ÂÃ°Å¸ÂÂ»Ã°Å¸â€˜ÂÃ°Å¸ÂÂ»	P	{'neg': 0.0, 'neu': 0.799, 'pos': 0.201, 'compound': 0.8516}	0.8516	0.0	0.799	0.201	P
Why I gave 1 star because 1. It disconnect and connects again and again 2. When we go to participants list video will off and when we go to see other apps during test like whatsapp video will off. 3. It has many error code occurred.	N	{'neg': 0.055, 'neu': 0.894, 'pos': 0.051, 'compound': -0.0516}	-0.0516	0.055	0.894	0.051	N
When update comes it is becoming worst for me .In participants group it is not showing that my video is on but it is on.And my teachers used to say again and again to turn my video on.Sometimes they send me in waiting room .And some time they didn't allow me to enter I will be marked absent in the class and for giving annual exams I must get 65% of attendance.	N	{'neg': 0.059, 'neu': 0.9, 'pos': 0.04, 'compound': -0.1152}	-0.1152	0.059	0.9	0.04	N
This application really needs to improve. During online classes, the screen continues to turn off and on. Mainly, when I touch the screen or need to take a screenshot.	N	{'neg': 0.0, 'neu': 0.898, 'pos': 0.102, 'compound': 0.4877}	0.4877	0.0	0.898	0.102	P
Wouldn't let you exited the schedule meeting after a lot of technical difficulties for no reason. Your just basically stuck until you have to undownlaod the app so many times. It gets worse every single day.	N	{'neg': 0.229, 'neu': 0.771, 'pos': 0.0, 'compound': -0.8176}	-0.8176	0.229	0.771	0.0	N
Am update for to make the experience better. I hold a paid account with you which I operate through my cell phone. Instead of giving more and better controls in the meeting like ability to make break out rooms through the app. You have taken away so many in meeting controls. This is ridiculous. Please get your act together.	P	{'neg': 0.036, 'neu': 0.742, 'pos': 0.222, 'compound': 0.9017}	0.9017	0.036	0.742	0.222	P
Absolute horrible. I have a pixel 5 and the audio won't play back at all. Horrible horrible oversight to make sure their app doesn't work with one of the latest flagship phones.	N	{'neg': 0.297, 'neu': 0.616, 'pos': 0.088, 'compound': -0.8701}	-0.8701	0.297	0.616	0.088	N
One of the worst app. Cannot able to join meeting always shows Connecting,even after I am Having good internet connection. I complained many times still also this problem occuring.It seems like Zoom developer are not responding..	N	{'neg': 0.25, 'neu': 0.635, 'pos': 0.114, 'compound': -0.7516}	-0.7516	0.25	0.635	0.114	N
I am giving it 1 star because it has lack of many things. Sometimes, I accidentally send message to everyone.And I can't remove the message.	N	{'neg': 0.162, 'neu': 0.756, 'pos': 0.082, 'compound': -0.3182}	-0.3182	0.162	0.756	0.082	N
